Title,Year Released,Media Type,Movie Duration,Audience Rating,Audience Vote Count,Metacritic Score,Plot Description
604. King of Kotha,2023,MOVIE,2h 54m,6.1,8.3K,NA,"In a crime-infested town, Kannan bhai and his gang are the reigning powers. To combat this reign and seek revenge, Inspector Shahul tactfully plots the return of the 'King', leading to a transformative turn of events."
605. Gehraiyaan,2022,MOVIE,2h 28m,5.8,44K,NA,Takes you on a journey into the deep rooted intricacies of modern human relationships.
606. Motu Patlu Kung Fu Kings Returns,2021,MOVIE,1h 25m,4.6,117,NA,"When renowned martial artist Tiger Chang comes to Furfuri Nagar and challenges everyone, Motu starts training to defeat him. Soon, Patlu and Motu find themselves facing an unexpected situation."
607. All India Rank,2023,MOVIE,1h 37m,6.0,1.6K,NA,"Set in the late 1990s, A 17-year old Vivek who is sent away from home to a prep school to prepare for the highly competitive IIT (""the MIT of India"") entrance examination."
608. Ginny Weds Sunny,2020,MOVIE,2h 5m,5.7,5.5K,NA,"The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny's mother to win her love."
609. A Thursday,2022,MOVIE,2h 8m,7.7,26K,NA,"Naina, a playschool teacher, takes 16 students hostage. Rattling the police and the leaders, her demands send shockwaves through the country."
610. Section 375,2019,MOVIE,2h 4m,8.1,18K,NA,"A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence."
611. Rudra: The Edge of Darkness,2022,TV SERIES,NA,6.7,8.9K,NA,"In the crime-ridden streets of Mumbai, journeying through the maze of psychopathic minds is brilliant super-cop Rudra Veer Singh."
612. Psycho Raman,2016,MOVIE,2h 13m,7.3,16K,NA,"Ramanna, a maniac murderer, finds a soulmate in Raghavan, a policeman, who inspects his murder cases. He tries to make Raghavan realize how they both are similar."
613. The Tashkent Files,2019,MOVIE,2h 14m,8.1,36K,NA,"Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
614. Faadu - A Love Story,2022–,TV SERIES,NA,7.7,879,NA,"In the ambitious journey of need and greed, Abhay, the poet falls in love with Manjiri, a poetess who has a different philosophy about life. Will Abhay choose love and simplicity or money and complexity?"
615. Anbe Sivam,2003,MOVIE,2h 40m,8.6,26K,NA,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate."
616. Krrish,2006,MOVIE,2h 34m,6.5,24K,68,"Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy."
617. Pari,2018,MOVIE,2h 16m,6.6,7.2K,NA,"Arnab tries to help Ruksahana, who is found under mysterious circumstances in a house. He lets her stay at his home until he discovers something strange about her."
618. Laadla,1994,MOVIE,2h 49m,5.9,1.5K,NA,"The headstrong owner of a factory, Sheetal, marries Raju, the union leader of the factory, to quell his spirit and teach him a lesson. In the process, she ends up learning a few lessons herself."
619. De Dana Dan,2009,MOVIE,2h 42m,5.8,10K,NA,Two down on their luck men tries to kidnap a wealthy businesswoman's dog to demand a hefty ransom from her. Things goes haywire when the dog goes missing.
620. Class of 2020,2020–,TV SERIES,NA,5.3,3.5K,NA,"Class of 2020, is a coming of age teen drama revolving around a bunch of teenagers and their struggle as their lives are intertwined with drugs, relationships, sex and peer pressure."
621. Rocky Handsome,2016,MOVIE,1h 59m,6.8,9.1K,NA,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
622. Devika,2023–,TV SERIES,NA,8.0,36,NA,NA
623. While We Watched,2022,MOVIE,1h 34m,8.6,2.5K,68,"How independent news reporting in India and beyond is increasingly under threat by budgetary cuts and especially, extremists leveraging alternative platforms to spread misinformation."
624. Cuttputlli,2022,MOVIE,2h,5.7,22K,NA,"When a small town gets plunged into the nightmare of serial killings, rookie cop Arjan embarks on a chase for the truth and unravels a gruesome conspiracy."
625. Jolly LLB,2013,MOVIE,2h 15m,7.5,22K,NA,"Wanting to earn fame and fortune, a small time lawyer files a PIL for an infamous hit-and-run, and thus learns what it really is like to be a lawyer."
626. Citadel: Honey Bunny,2024–,TV SERIES,NA,NA,NA,NA,Indian part of the international spy franchise.
627. Jeet Ki Zid,2021–,TV SERIES,NA,8.3,2.6K,NA,Jeet Ki Zid is an Indian web series based on the life of a retired Indian Army special forces officer Major Deependra Singh Sengar played by Amit Sadh.
628. Housefull 3,2016,MOVIE,2h 20m,4.9,11K,NA,"A father doesn't want his three daughters to get married. Now, it's up to three men to try to and convince the father that they're a good fit for his daughters."
629. Bhavesh Joshi Superhero,2018,MOVIE,2h 34m,7.6,10K,NA,"The origin story of Bhavesh Joshi, an Indian superhero, who sets out to fulfill his slain friend's wish to clean and reform the country, by training himself to fight and wearing a mask."
630. Malaal,2019,MOVIE,2h 16m,5.9,1.4K,NA,"Malaal is the story of Shiva and Astha, two very different people from contrasting backgrounds who experience the innocence of love. Does their love find its destination or do they part ways? Stay on this journey to find out."
631. Kaahin Kissii Roz,2001–2004,TV SERIES,NA,3.8,288,NA,Shaina is beautiful and talented. Kunal is suave and successful. Shaina and Kunal have a whirlwind romance and get married. Theirs is a match made in heaven. Or is it? Does Shaina know about Kunal's past? And how did his first wife die?
632. Chandigarh Kare Aashiqui,2021,MOVIE,1h 57m,6.8,15K,NA,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a male Zumba teacher disguised as a woman. All seems well until this revelation causes turmoil in their love story."
633. Baaghi,2016,MOVIE,2h 13m,5.3,10K,NA,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
634. Jhanak,2023–,TV SERIES,NA,6.6,154,NA,A driven young woman embarks on a journey to fulfill a mother's promise for a better life as she overcomes challenges and loss while crossing paths with a man who further complicates her life.
635. Khakee,2004,MOVIE,2h 54m,7.4,17K,NA,A team of police force escorts an alleged terrorist from Chandangarh to Mumbai. However their trip turns into a deadly survival when an ex-cop tries to stop them to reach Mumbai.
636. Kaante,2002,MOVIE,2h 30m,6.6,5.5K,41,Six bank robbers trying to pull off the perfect heist discover one of them is an undercover cop.
637. Aakhri Sach,2023,TV SERIES,NA,5.5,1.5K,NA,"A bone chilling history that unravels the twisted ties of fate, hidden secrets of a family and terrifying horrors an investigator has ever seen."
638. Sadak 2,2020,MOVIE,2h 13m,1.2,97K,NA,"The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive."
639. Jannat: In Search of Heaven...,2008,MOVIE,2h 20m,6.9,7.3K,NA,"Arjun is a reckless young man with an obsession for making money at card games. A chance meeting with a girl in a mall, Zoya, gives him the reasons he was looking for the move out of his ordinary life. He steps up from playing small-time card games to becoming a bookie. Stuck in a triangle of sorts between the woman he loves and his addiction to make a quick buck, Arjun moves on from being a bookie to a runner for the mafia. He steps into the world of match fixing. Arjun switches on the limelight to bigger, better, faster, more, until his dizzying rise attracts the attention of the police. Arjun has to now choose between the love of his life, Zoya, and this new found success and power. As Arjun struggles to choose between the two, the Don offers the forbidden apple of limitless wealth in exchange for his soul and draws him into his core entourage of money spinners. How far will the horizon of reality stretch as Arjun and Zoya tread a fine, fast-blurring line between right and wrong to find the heaven they have been looking for?"
640. TVF Tripling,2016–,TV SERIES,NA,8.5,21K,NA,"Divorced, jobless, hopeless. Three siblings plan a road trip together. Chandan, Chanchal & Chitvan. Together they start a hilarious journey, to find themselves and their relations.."
641. Suno Sasurji,2020–,TV SERIES,NA,6.3,245,NA,"An Impotent Husband, a Turned-on Wife and a Perverted Sasurji, when Desires arise, will the sanctity of relations prevail, or will they give in to their lust remains to be seen."
642. CityLights,2014,MOVIE,2h 6m,7.3,5.5K,NA,"Deepak Singh is a farmer in Rajasthan. After a tragedy, he migrates to Mumbai with his wife and child to lead a better life. However, upon arriving, he soon discovers the challenges of life in a big city."
643. Barot House,2019,MOVIE,1h 29m,7.2,1.7K,NA,"A series of inexplicable and gruesome killings tear the Barot family apart and destroy the close relationship between father and son. Who could be behind this mindless slaughter? When the truth is discovered, it throws the family into further turmoil. But is the truth really the truth or games of a troubled mind?"
644. Damad Ji,2023–,TV SERIES,NA,8.5,36,NA,NA
645. The Adventures of Lleo,2023–,TV SERIES,NA,8.0,847,NA,Story of the misadventures he lives through after losing his entire estate over a phone call. Lleo is a hapless guy who finds himself falling from a seemingly easy life into the harsh realities of the world.
646. Sautele,2022–,TV SERIES,NA,8.3,36,NA,NA
647. Shamshera,2022,MOVIE,2h 58m,4.7,57K,NA,"Shamshera (Ranbir Kapoor), leader of an imprisoned tribe, failed to escape for their freedom. Years later his son Balli realizes his father's legacy."
648. Akelli,2023,MOVIE,2h 7m,6.1,6K,NA,An ordinary Indian girl gets trapped in a war-torn land and survival is her battle.
649. Ajji,2017,MOVIE,1h 44m,6.9,1.7K,NA,"Little Manda is raped, her parents struggle to survive, cops can't help as perpetrator is powerful. Ajji, her grandmother, seeks justice against the injustice committed by the politician's son who raped Manda."
650. Partner,2007,MOVIE,2h 35m,5.8,14K,NA,"A 'Love Guru' assists other males, woos a widowed single mother, but becomes embroiled in controversies."
651. Commando,2023–,TV SERIES,NA,5.2,3.4K,NA,"When a covert mission in Pakistan goes wrong and his close friend Kshitij is captured, Commando Virat embarks on a perilous journey to rescue him."
652. Pyaar Kii Ye Ek Kahaani,2010–2021,TV SERIES,NA,7.2,1.3K,NA,"A contemporary, visual, and visceral Romeo and Juliet story of the ultimate forbidden love affair - between a non human and a mortal."
653. Dhol,2007,MOVIE,2h 25m,6.5,7.7K,NA,"Four lazy friends try to woo a rich girl, in order to live a wealthy lifestyle. Their plan, however goes horribly wrong after they get embroiled with a notorious criminal."
654. Krrish 3,2013,MOVIE,2h 32m,5.3,25K,NA,"Krrish and his scientist father must save the world and their own family from an evil man named Kaal and his gang of mutants, led by the ruthless Kaya."
655. Ajnabee,2001,MOVIE,2h 45m,6.3,9.2K,NA,"A newlywed couple, Raj and Priya, move to Switzerland and become friends with their new neighbors, Vicky and Sonia. But one day, Raj is accused of Sonia's murder and goes on the run in order to prove his innocence."
656. Dil Dosti Dance,2011–2016,TV SERIES,NA,8.0,172,NA,"A dance-based show that traces the journey of a college students and their passion for dance, as they wade through emotions around love and friendship."
657. Viceroy's House,2017,MOVIE,1h 46m,6.7,8.6K,53,"The final Viceroy of India, Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma (Hugh Bonneville), is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change."
658. Jodhaa Akbar,2008,MOVIE,3h 33m,7.5,35K,69,"A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha."
659. Karzdaar,2023–,TV SERIES,NA,7.4,35,NA,This is a story of a village where if the payer cannot repay the loan then he needs to give his daughter's hand (Weds With) to the leader of the town.
